"DEPARTURES_PERFORMED","ORIGIN","ORIGIN_CITY_NAME","DEST","DEST_CITY_NAME","QUARTER",
31.00,"ABQ","Albuquerque, NM","LAX","Los Angeles, CA",3,
31.00,"SDF","Louisville, KY","LAX","Los Angeles, CA",4,
31.00,"MIA","Miami, FL","LAX","Los Angeles, CA",4,
31.00,"ONT","Ontario, CA","ATL","Atlanta, GA",4,
31.00,"TPA","Tampa, FL","LAX","Los Angeles, CA",4,
31.00,"SJC","San Jose, CA","HNL","Honolulu, HI",1,
31.00,"SFO","San Francisco, CA","HNL","Honolulu, HI",2,
31.00,"DFW","Dallas/Fort Worth, TX","LAX","Los Angeles, CA",1,
31.00,"BOI","Boise, ID","SMF","Sacramento, CA",2,
31.00,"CLT","Charlotte, NC","SFO","San Francisco, CA",2,
31.00,"OGG","Kahului, HI","SAN","San Diego, CA",1,
31.00,"SAN","San Diego, CA","BNA","Nashville, TN",1,
31.00,"ORD","Chicago, IL","SFO","San Francisco, CA",1,
31.00,"ORD","Chicago, IL","SFO","San Francisco, CA",1,
31.00,"LAS","Las Vegas, NV","SFO","San Francisco, CA",3,
31.00,"OAK","Oakland, CA","HNL","Honolulu, HI",1,
31.00,"SMF","Sacramento, CA","MDW","Chicago, IL",1,
31.00,"HNL","Honolulu, HI","SAN","San Diego, CA",2,
31.00,"PHX","Phoenix, AZ","OAK","Oakland, CA",1,
31.00,"SFO","San Francisco, CA","MCI","Kansas City, MO",2,
31.00,"LAS","Las Vegas, NV","LAX","Los Angeles, CA",2,
31.00,"SFO","San Francisco, CA","SAT","San Antonio, TX",2,
31.00,"SAN","San Diego, CA","PDX","Portland, OR",1,
31.00,"SFO","San Francisco, CA","LAS","Las Vegas, NV",3,
31.00,"FAT","Fresno, CA","PDX","Portland, OR",1,
31.00,"MDW","Chicago, IL","SMF","Sacramento, CA",1,
31.00,"FLL","Fort Lauderdale, FL","LAX","Los Angeles, CA",1,
31.00,"STS","Santa Rosa, CA","PDX","Portland, OR",1,
31.00,"LAX","Los Angeles, CA","BOS","Boston, MA",2,
31.00,"STS","Santa Rosa, CA","LAS","Las Vegas, NV",2,
31.00,"OGG","Kahului, HI","OAK","Oakland, CA",3,
31.00,"LAX","Los Angeles, CA","MSP","Minneapolis, MN",1,
31.00,"LAX","Los Angeles, CA","MSP","Minneapolis, MN",1,
31.00,"LAX","Los Angeles, CA","RDD","Redding, CA",1,
31.00,"LAX","Los Angeles, CA","MSP","Minneapolis, MN",1,
31.00,"DCA","Washington, DC","LAX","Los Angeles, CA",3,
31.00,"OAK","Oakland, CA","OGG","Kahului, HI",3,
31.00,"OGG","Kahului, HI","OAK","Oakland, CA",3,
31.00,"OGG","Kahului, HI","SAN","San Diego, CA",3,
31.00,"OGG","Kahului, HI","SJC","San Jose, CA",3,
31.00,"OGG","Kahului, HI","SMF","Sacramento, CA",3,
31.00,"SAN","San Diego, CA","OGG","Kahului, HI",3,
31.00,"SJC","San Jose, CA","OGG","Kahului, HI",3,
31.00,"SMF","Sacramento, CA","OGG","Kahului, HI",3,
31.00,"ANC","Anchorage, AK","LGB","Long Beach, CA",3,
31.00,"AUS","Austin, TX","LGB","Long Beach, CA",3,
31.00,"AUS","Austin, TX","SFO","San Francisco, CA",3,
31.00,"BOS","Boston, MA","LGB","Long Beach, CA",3,
31.00,"BOS","Boston, MA","OAK","Oakland, CA",3,
31.00,"BOS","Boston, MA","SJC","San Jose, CA",3,
31.00,"BUR","Burbank, CA","LAS","Las Vegas, NV",3,
31.00,"FLL","Fort Lauderdale, FL","LAX","Los Angeles, CA",3,
31.00,"FLL","Fort Lauderdale, FL","SFO","San Francisco, CA",3,
31.00,"IAD","Washington, DC","OAK","Oakland, CA",3,
31.00,"JFK","New York, NY","SJC","San Jose, CA",3,
31.00,"JFK","New York, NY","SMF","Sacramento, CA",3,
31.00,"LAS","Las Vegas, NV","BUR","Burbank, CA",3,
31.00,"LAX","Los Angeles, CA","FLL","Fort Lauderdale, FL",3,
31.00,"LGB","Long Beach, CA","ANC","Anchorage, AK",3,
31.00,"LGB","Long Beach, CA","AUS","Austin, TX",3,
31.00,"LGB","Long Beach, CA","BOS","Boston, MA",3,
31.00,"LGB","Long Beach, CA","ORD","Chicago, IL",3,
31.00,"OAK","Oakland, CA","JFK","New York, NY",3,
31.00,"ORD","Chicago, IL","LGB","Long Beach, CA",3,
31.00,"SFO","San Francisco, CA","AUS","Austin, TX",3,
31.00,"SFO","San Francisco, CA","FLL","Fort Lauderdale, FL",3,
31.00,"SJC","San Jose, CA","BOS","Boston, MA",3,
31.00,"SJC","San Jose, CA","JFK","New York, NY",3,
31.00,"ANC","Anchorage, AK","SFO","San Francisco, CA",3,
31.00,"CLE","Cleveland, OH","SFO","San Francisco, CA",3,
31.00,"ITO","Hilo, HI","LAX","Los Angeles, CA",3,
31.00,"MDW","Chicago, IL","ONT","Ontario, CA",3,
31.00,"MDW","Chicago, IL","SJC","San Jose, CA",3,
31.00,"MDW","Chicago, IL","SNA","Santa Ana, CA",3,
31.00,"OAK","Oakland, CA","RNO","Reno, NV",3,
31.00,"ONT","Ontario, CA","MDW","Chicago, IL",3,
31.00,"SAN","San Diego, CA","ABQ","Albuquerque, NM",3,
31.00,"SAN","San Diego, CA","STL","St. Louis, MO",3,
31.00,"SJC","San Jose, CA","MDW","Chicago, IL",3,
31.00,"SJC","San Jose, CA","PDX","Portland, OR",3,
31.00,"SNA","Santa Ana, CA","MDW","Chicago, IL",3,
31.00,"LAS","Las Vegas, NV","BUR","Burbank, CA",4,
31.00,"LAX","Los Angeles, CA","FLL","Fort Lauderdale, FL",4,
31.00,"LGB","Long Beach, CA","ORD","Chicago, IL",4,
31.00,"OAK","Oakland, CA","JFK","New York, NY",4,
31.00,"ORD","Chicago, IL","LGB","Long Beach, CA",4,
31.00,"SFO","San Francisco, CA","AUS","Austin, TX",4,
31.00,"SFO","San Francisco, CA","FLL","Fort Lauderdale, FL",4,
31.00,"RNO","Reno, NV","SFO","San Francisco, CA",2,
31.00,"SFO","San Francisco, CA","BWI","Baltimore, MD",4,
31.00,"SFO","San Francisco, CA","IAH","Houston, TX",4,
31.00,"SFO","San Francisco, CA","LIH","Lihue, HI",4,
31.00,"SMF","Sacramento, CA","DEN","Denver, CO",1,
31.00,"CLT","Charlotte, NC","SMF","Sacramento, CA",3,
31.00,"LAX","Los Angeles, CA","TUS","Tucson, AZ",1,
31.00,"SAF","Santa Fe, NM","LAX","Los Angeles, CA",1,
31.00,"LAX","Los Angeles, CA","SAF","Santa Fe, NM",2,
31.00,"LAX","Los Angeles, CA","BNA","Nashville, TN",1,
31.00,"LAX","Los Angeles, CA","MCI","Kansas City, MO",1,
31.00,"PHX","Phoenix, AZ","SBA","Santa Barbara, CA",1,
31.00,"JFK","New York, NY","SAN","San Diego, CA",1,
31.00,"HNL","Honolulu, HI","SMF","Sacramento, CA",3,
31.00,"LAS","Las Vegas, NV","BUR","Burbank, CA",1,
31.00,"SLC","Salt Lake City, UT","LGB","Long Beach, CA",2,
31.00,"LAX","Los Angeles, CA","MIA","Miami, FL",2,
31.00,"LAX","Los Angeles, CA","MIA","Miami, FL",2,
31.00,"LAX","Los Angeles, CA","BOS","Boston, MA",1,
31.00,"LAX","Los Angeles, CA","PDX","Portland, OR",2,
31.00,"LAX","Los Angeles, CA","DEN","Denver, CO",2,
31.00,"LAS","Las Vegas, NV","SFO","San Francisco, CA",1,
31.00,"SMF","Sacramento, CA","OGG","Kahului, HI",1,
31.00,"LAX","Los Angeles, CA","DFW","Dallas/Fort Worth, TX",2,
31.00,"DTW","Detroit, MI","LAX","Los Angeles, CA",1,
31.00,"PHX","Phoenix, AZ","SNA","Santa Ana, CA",1,
31.00,"FAT","Fresno, CA","PHX","Phoenix, AZ",1,
31.00,"LAX","Los Angeles, CA","CLT","Charlotte, NC",3,
31.00,"LAX","Los Angeles, CA","LAS","Las Vegas, NV",3,
31.00,"SJC","San Jose, CA","MDW","Chicago, IL",1,
31.00,"LGB","Long Beach, CA","SLC","Salt Lake City, UT",2,
31.00,"MDW","Chicago, IL","SNA","Santa Ana, CA",2,
31.00,"HNL","Honolulu, HI","SFO","San Francisco, CA",2,
31.00,"AUS","Austin, TX","SFO","San Francisco, CA",1,
31.00,"MCO","Orlando, FL","LAX","Los Angeles, CA",1,
31.00,"MCI","Kansas City, MO","LAX","Los Angeles, CA",1,
31.00,"HNL","Honolulu, HI","SFO","San Francisco, CA",3,
31.00,"LAX","Los Angeles, CA","MCO","Orlando, FL",3,
31.00,"LAX","Los Angeles, CA","MCO","Orlando, FL",3,
31.00,"LAX","Los Angeles, CA","STL","St. Louis, MO",3,
31.00,"MCO","Orlando, FL","LAX","Los Angeles, CA",3,
31.00,"MCO","Orlando, FL","LAX","Los Angeles, CA",3,
31.00,"MIA","Miami, FL","LAX","Los Angeles, CA",3,
31.00,"MIA","Miami, FL","LAX","Los Angeles, CA",3,
31.00,"SFO","San Francisco, CA","HNL","Honolulu, HI",3,
31.00,"IAH","Houston, TX","LAX","Los Angeles, CA",4,
31.00,"ITO","Hilo, HI","LAX","Los Angeles, CA",4,
31.00,"LAX","Los Angeles, CA","ITO","Hilo, HI",4,
31.00,"MEM","Memphis, TN","LAX","Los Angeles, CA",4,
31.00,"OAK","Oakland, CA","ANC","Anchorage, AK",4,
31.00,"OAK","Oakland, CA","IND","Indianapolis, IN",4,
31.00,"SFO","San Francisco, CA","PDX","Portland, OR",3,
31.00,"BFL","Bakersfield, CA","DEN","Denver, CO",4,
31.00,"COS","Colorado Springs, CO","SFO","San Francisco, CA",4,
31.00,"DEN","Denver, CO","BFL","Bakersfield, CA",4,
31.00,"IDA","Idaho Falls, ID","SFO","San Francisco, CA",4,
31.00,"LAX","Los Angeles, CA","OKC","Oklahoma City, OK",4,
31.00,"LAX","Los Angeles, CA","PDX","Portland, OR",4,
31.00,"LAX","Los Angeles, CA","TUS","Tucson, AZ",4,
31.00,"OKC","Oklahoma City, OK","LAX","Los Angeles, CA",4,
31.00,"OKC","Oklahoma City, OK","SFO","San Francisco, CA",4,
31.00,"PDX","Portland, OR","SFO","San Francisco, CA",4,
31.00,"SBA","Santa Barbara, CA","SEA","Seattle, WA",4,
31.00,"SEA","Seattle, WA","SBA","Santa Barbara, CA",4,
31.00,"SFO","San Francisco, CA","COS","Colorado Springs, CO",4,
31.00,"SFO","San Francisco, CA","OKC","Oklahoma City, OK",4,
31.00,"SFO","San Francisco, CA","PDX","Portland, OR",4,
31.00,"SFO","San Francisco, CA","SAN","San Diego, CA",4,
31.00,"SFO","San Francisco, CA","SAN","San Diego, CA",4,
31.00,"LAX","Los Angeles, CA","MCO","Orlando, FL",1,
31.00,"SFO","San Francisco, CA","LAS","Las Vegas, NV",1,
31.00,"SFO","San Francisco, CA","ABQ","Albuquerque, NM",1,
31.00,"SFO","San Francisco, CA","LAS","Las Vegas, NV",1,
31.00,"HNL","Honolulu, HI","LAX","Los Angeles, CA",1,
31.00,"HNL","Honolulu, HI","SJC","San Jose, CA",1,
31.00,"MDW","Chicago, IL","ONT","Ontario, CA",1,
31.00,"OAK","Oakland, CA","PDX","Portland, OR",1,
31.00,"SLC","Salt Lake City, UT","LAX","Los Angeles, CA",2,
31.00,"EWR","Newark, NJ","LAX","Los Angeles, CA",2,
31.00,"LAX","Los Angeles, CA","MFR","Medford, OR",1,
31.00,"HNL","Honolulu, HI","OAK","Oakland, CA",1,
31.00,"ORD","Chicago, IL","SNA","Santa Ana, CA",1,
31.00,"LAX","Los Angeles, CA","MCO","Orlando, FL",1,
31.00,"SFO","San Francisco, CA","PDX","Portland, OR",1,
31.00,"HNL","Honolulu, HI","LAX","Los Angeles, CA",2,
31.00,"SFO","San Francisco, CA","ORD","Chicago, IL",1,
31.00,"FAT","Fresno, CA","PDX","Portland, OR",1,
31.00,"TUL","Tulsa, OK","LAX","Los Angeles, CA",2,
31.00,"SAN","San Diego, CA","ATL","Atlanta, GA",2,
31.00,"SFO","San Francisco, CA","COS","Colorado Springs, CO",1,
31.00,"MFR","Medford, OR","LAX","Los Angeles, CA",2,
31.00,"SEA","Seattle, WA","STS","Santa Rosa, CA",2,
31.00,"DEN","Denver, CO","ONT","Ontario, CA",1,
31.00,"BNA","Nashville, TN","SAN","San Diego, CA",1,
31.00,"SEA","Seattle, WA","SJC","San Jose, CA",1,
31.00,"BNA","Nashville, TN","LAX","Los Angeles, CA",2,
31.00,"KOA","Kona, HI","LAX","Los Angeles, CA",1,
31.00,"SFO","San Francisco, CA","PHL","Philadelphia, PA",2,
31.00,"LAX","Los Angeles, CA","LIH","Lihue, HI",2,
31.00,"SEA","Seattle, WA","STS","Santa Rosa, CA",1,
31.00,"ONT","Ontario, CA","DEN","Denver, CO",1,
31.00,"EGE","Eagle, CO","LAX","Los Angeles, CA",1,
31.00,"MCI","Kansas City, MO","LAX","Los Angeles, CA",3,
31.00,"BWI","Baltimore, MD","SFO","San Francisco, CA",3,
31.00,"SFO","San Francisco, CA","BWI","Baltimore, MD",3,
31.00,"LAX","Los Angeles, CA","OKC","Oklahoma City, OK",3,
31.00,"OKC","Oklahoma City, OK","LAX","Los Angeles, CA",3,
31.00,"DTW","Detroit, MI","LAX","Los Angeles, CA",3,
31.00,"FLL","Fort Lauderdale, FL","LAX","Los Angeles, CA",3,
31.00,"LAX","Los Angeles, CA","DTW","Detroit, MI",3,
31.00,"LAX","Los Angeles, CA","FLL","Fort Lauderdale, FL",3,
31.00,"LAX","Los Angeles, CA","ORD","Chicago, IL",3,
31.00,"ORD","Chicago, IL","LAX","Los Angeles, CA",3,
31.00,"PDX","Portland, OR","FAT","Fresno, CA",4,
31.00,"PDX","Portland, OR","STS","Santa Rosa, CA",4,
31.00,"SEA","Seattle, WA","FAT","Fresno, CA",4,
31.00,"SEA","Seattle, WA","OAK","Oakland, CA",4,
31.00,"SEA","Seattle, WA","STS","Santa Rosa, CA",4,
31.00,"SMF","Sacramento, CA","PSP","Palm Springs, CA",4,
31.00,"STS","Santa Rosa, CA","LAS","Las Vegas, NV",4,
31.00,"STS","Santa Rosa, CA","PDX","Portland, OR",4,
31.00,"STS","Santa Rosa, CA","SEA","Seattle, WA",4,
31.00,"LAX","Los Angeles, CA","HNL","Honolulu, HI",3,
31.00,"LAX","Los Angeles, CA","LAS","Las Vegas, NV",3,
31.00,"MEM","Memphis, TN","LAX","Los Angeles, CA",3,
31.00,"SAN","San Diego, CA","MSP","Minneapolis, MN",3,
31.00,"LAX","Los Angeles, CA","IAD","Washington, DC",3,
31.00,"OGG","Kahului, HI","SFO","San Francisco, CA",3,
31.00,"ORD","Chicago, IL","SAN","San Diego, CA",3,
31.00,"TUS","Tucson, AZ","LAX","Los Angeles, CA",4,
31.00,"TUS","Tucson, AZ","SAN","San Diego, CA",4,
31.00,"PHX","Phoenix, AZ","SBP","San Luis Obispo, CA",3,
31.00,"SBP","San Luis Obispo, CA","PHX","Phoenix, AZ",3,
31.00,"DEN","Denver, CO","SAN","San Diego, CA",1,
31.00,"SAN","San Diego, CA","DEN","Denver, CO",1,
31.00,"SJC","San Jose, CA","AUS","Austin, TX",2,
31.00,"HNL","Honolulu, HI","OAK","Oakland, CA",2,
31.00,"IND","Indianapolis, IN","OAK","Oakland, CA",2,
31.00,"SFO","San Francisco, CA","DFW","Dallas/Fort Worth, TX",1,
31.00,"CLT","Charlotte, NC","LAX","Los Angeles, CA",1,
31.00,"SNA","Santa Ana, CA","SFO","San Francisco, CA",2,
31.00,"BUR","Burbank, CA","DEN","Denver, CO",2,
31.00,"SAN","San Diego, CA","LAX","Los Angeles, CA",2,
31.00,"PSP","Palm Springs, CA","SMF","Sacramento, CA",1,
31.00,"JAC","Jackson, WY","LAX","Los Angeles, CA",1,
31.00,"MCI","Kansas City, MO","LAX","Los Angeles, CA",1,
31.00,"LIH","Lihue, HI","LAX","Los Angeles, CA",2,
31.00,"LAX","Los Angeles, CA","CVG","Cincinnati, OH",1,
31.00,"SAN","San Diego, CA","HNL","Honolulu, HI",3,
31.00,"LAX","Los Angeles, CA","EGE","Eagle, CO",1,
31.00,"SNA","Santa Ana, CA","PHX","Phoenix, AZ",3,
31.00,"SNA","Santa Ana, CA","PHX","Phoenix, AZ",3,
31.00,"MIA","Miami, FL","LAX","Los Angeles, CA",1,
31.00,"SMF","Sacramento, CA","HNL","Honolulu, HI",1,
31.00,"BUR","Burbank, CA","LAS","Las Vegas, NV",2,
31.00,"SMF","Sacramento, CA","JFK","New York, NY",2,
31.00,"YUM","Yuma, AZ","IPL","El Centro, CA",1,
31.00,"PDX","Portland, OR","STS","Santa Rosa, CA",1,
31.00,"LAX","Los Angeles, CA","HNL","Honolulu, HI",2,
31.00,"SAN","San Diego, CA","BOS","Boston, MA",2,
31.00,"COS","Colorado Springs, CO","SFO","San Francisco, CA",1,
31.00,"SAT","San Antonio, TX","SFO","San Francisco, CA",1,
31.00,"LAX","Los Angeles, CA","ABQ","Albuquerque, NM",3,
31.00,"LAX","Los Angeles, CA","OKC","Oklahoma City, OK",3,
31.00,"LAX","Los Angeles, CA","SAF","Santa Fe, NM",3,
31.00,"SAF","Santa Fe, NM","LAX","Los Angeles, CA",3,
31.00,"MEM","Memphis, TN","LAX","Los Angeles, CA",3,
31.00,"MEM","Memphis, TN","SAN","San Diego, CA",3,
31.00,"SFO","San Francisco, CA","ORD","Chicago, IL",4,
31.00,"MIA","Miami, FL","SFO","San Francisco, CA",1,
31.00,"SFO","San Francisco, CA","SAT","San Antonio, TX",1,
31.00,"SFO","San Francisco, CA","DEN","Denver, CO",2,
31.00,"HNL","Honolulu, HI","OAK","Oakland, CA",4,
31.00,"HNL","Honolulu, HI","SAN","San Diego, CA",4,
31.00,"HNL","Honolulu, HI","SJC","San Jose, CA",4,
31.00,"HNL","Honolulu, HI","SMF","Sacramento, CA",4,
31.00,"SAN","San Diego, CA","HNL","Honolulu, HI",4,
31.00,"SJC","San Jose, CA","HNL","Honolulu, HI",4,
31.00,"SMF","Sacramento, CA","HNL","Honolulu, HI",4,
31.00,"LAX","Los Angeles, CA","OKC","Oklahoma City, OK",1,
31.00,"LAX","Los Angeles, CA","SAF","Santa Fe, NM",1,
31.00,"SAF","Santa Fe, NM","LAX","Los Angeles, CA",2,
31.00,"AUS","Austin, TX","SFO","San Francisco, CA",1,
31.00,"SFO","San Francisco, CA","AUS","Austin, TX",1,
31.00,"JFK","New York, NY","SMF","Sacramento, CA",2,
31.00,"PDX","Portland, OR","FAT","Fresno, CA",1,
31.00,"CLT","Charlotte, NC","SAN","San Diego, CA",1,
31.00,"OAK","Oakland, CA","OGG","Kahului, HI",3,
31.00,"LIH","Lihue, HI","SFO","San Francisco, CA",1,
31.00,"OGG","Kahului, HI","SAN","San Diego, CA",1,
31.00,"LAX","Los Angeles, CA","IPL","El Centro, CA",1,
31.00,"LAX","Los Angeles, CA","DTW","Detroit, MI",1,
31.00,"SNA","Santa Ana, CA","MDW","Chicago, IL",1,
31.00,"LAX","Los Angeles, CA","MCO","Orlando, FL",2,
31.00,"LAX","Los Angeles, CA","MCO","Orlando, FL",2,
31.00,"LAX","Los Angeles, CA","MCO","Orlando, FL",2,
31.00,"LAX","Los Angeles, CA","MCO","Orlando, FL",2,
31.00,"SNA","Santa Ana, CA","PHX","Phoenix, AZ",1,
31.00,"LAX","Los Angeles, CA","HNL","Honolulu, HI",1,
31.00,"LAX","Los Angeles, CA","MIA","Miami, FL",1,
31.00,"SFO","San Francisco, CA","MCI","Kansas City, MO",1,
31.00,"MCI","Kansas City, MO","SFO","San Francisco, CA",1,
31.00,"SFO","San Francisco, CA","SAN","San Diego, CA",2,
31.00,"SFO","San Francisco, CA","MSP","Minneapolis, MN",1,
31.00,"LAX","Los Angeles, CA","DTW","Detroit, MI",1,
31.00,"SFO","San Francisco, CA","ATL","Atlanta, GA",1,
31.00,"LGB","Long Beach, CA","BOS","Boston, MA",2,
31.00,"DEN","Denver, CO","SMF","Sacramento, CA",1,
31.00,"SFO","San Francisco, CA","KOA","Kona, HI",2,
31.00,"SAN","San Diego, CA","STL","St. Louis, MO",3,
31.00,"SJC","San Jose, CA","MDW","Chicago, IL",3,
31.00,"SNA","Santa Ana, CA","MDW","Chicago, IL",3,
31.00,"ITO","Hilo, HI","LAX","Los Angeles, CA",3,
31.00,"LAX","Los Angeles, CA","ITO","Hilo, HI",3,
31.00,"SFO","San Francisco, CA","IAH","Houston, TX",3,
31.00,"SMF","Sacramento, CA","IAH","Houston, TX",3,
31.00,"SNA","Santa Ana, CA","OGG","Kahului, HI",3,
31.00,"SAF","Santa Fe, NM","LAX","Los Angeles, CA",2,
31.00,"OGG","Kahului, HI","SFO","San Francisco, CA",2,
31.00,"SLC","Salt Lake City, UT","LAX","Los Angeles, CA",2,
31.00,"BOS","Boston, MA","SAN","San Diego, CA",2,
31.00,"LAX","Los Angeles, CA","CLT","Charlotte, NC",2,
31.00,"BOS","Boston, MA","LAX","Los Angeles, CA",1,
31.00,"LAS","Las Vegas, NV","LAX","Los Angeles, CA",3,
31.00,"STS","Santa Rosa, CA","PDX","Portland, OR",2,
31.00,"DEN","Denver, CO","LAX","Los Angeles, CA",1,
31.00,"LAX","Los Angeles, CA","LAS","Las Vegas, NV",1,
31.00,"LAS","Las Vegas, NV","BUR","Burbank, CA",1,
31.00,"SEA","Seattle, WA","SMF","Sacramento, CA",2,
31.00,"LAX","Los Angeles, CA","LAS","Las Vegas, NV",1,
31.00,"SFO","San Francisco, CA","IAH","Houston, TX",1,
31.00,"SEA","Seattle, WA","LAX","Los Angeles, CA",2,
31.00,"SAF","Santa Fe, NM","LAX","Los Angeles, CA",1,
31.00,"PDX","Portland, OR","SAN","San Diego, CA",1,
31.00,"LAX","Los Angeles, CA","KOA","Kona, HI",2,
31.00,"OAK","Oakland, CA","JFK","New York, NY",1,
31.00,"SFO","San Francisco, CA","DFW","Dallas/Fort Worth, TX",1,
31.00,"SFO","San Francisco, CA","DFW","Dallas/Fort Worth, TX",1,
31.00,"STL","St. Louis, MO","SAN","San Diego, CA",1,
31.00,"SFO","San Francisco, CA","PSP","Palm Springs, CA",2,
31.00,"PHX","Phoenix, AZ","LAX","Los Angeles, CA",1,
31.00,"LAX","Los Angeles, CA","BNA","Nashville, TN",2,
31.00,"OAK","Oakland, CA","SLC","Salt Lake City, UT",1,
31.00,"SJC","San Jose, CA","HNL","Honolulu, HI",3,
31.00,"LAX","Los Angeles, CA","MCI","Kansas City, MO",3,
31.00,"MCI","Kansas City, MO","LAX","Los Angeles, CA",3,
31.00,"ATL","Atlanta, GA","SJC","San Jose, CA",3,
31.00,"ATL","Atlanta, GA","SMF","Sacramento, CA",3,
31.00,"JFK","New York, NY","SAN","San Diego, CA",3,
31.00,"KOA","Kona, HI","LAX","Los Angeles, CA",3,
31.00,"LAX","Los Angeles, CA","DTW","Detroit, MI",3,
31.00,"LAX","Los Angeles, CA","KOA","Kona, HI",3,
31.00,"LAX","Los Angeles, CA","LIH","Lihue, HI",3,
31.00,"LAX","Los Angeles, CA","MEM","Memphis, TN",3,
31.00,"LAX","Los Angeles, CA","MIA","Miami, FL",3,
31.00,"LAX","Los Angeles, CA","SLC","Salt Lake City, UT",3,
31.00,"LAX","Los Angeles, CA","TPA","Tampa, FL",3,
31.00,"LIH","Lihue, HI","LAX","Los Angeles, CA",3,
31.00,"MIA","Miami, FL","LAX","Los Angeles, CA",3,
31.00,"MSP","Minneapolis, MN","SAN","San Diego, CA",3,
31.00,"MSP","Minneapolis, MN","SFO","San Francisco, CA",3,
31.00,"SAN","San Diego, CA","JFK","New York, NY",3,
31.00,"SAN","San Diego, CA","MSP","Minneapolis, MN",3,
31.00,"SFO","San Francisco, CA","MSP","Minneapolis, MN",3,
31.00,"SJC","San Jose, CA","ATL","Atlanta, GA",3,
31.00,"SLC","Salt Lake City, UT","ONT","Ontario, CA",3,
31.00,"SMF","Sacramento, CA","ATL","Atlanta, GA",3,
31.00,"TPA","Tampa, FL","LAX","Los Angeles, CA",3,
31.00,"SFO","San Francisco, CA","DEN","Denver, CO",4,
31.00,"ATL","Atlanta, GA","ONT","Ontario, CA",3,
31.00,"CLE","Cleveland, OH","SFO","San Francisco, CA",3,
31.00,"LAX","Los Angeles, CA","MCI","Kansas City, MO",4,
31.00,"SJC","San Jose, CA","AUS","Austin, TX",4,
31.00,"OTH","North Bend/Coos Bay, OR","SFO","San Francisco, CA",3,
31.00,"PHX","Phoenix, AZ","LAX","Los Angeles, CA",3,
31.00,"SEA","Seattle, WA","FAT","Fresno, CA",3,
31.00,"SEA","Seattle, WA","SBA","Santa Barbara, CA",3,
31.00,"SFO","San Francisco, CA","BZN","Bozeman, MT",3,
31.00,"SFO","San Francisco, CA","EUG","Eugene, OR",3,
31.00,"SFO","San Francisco, CA","LAX","Los Angeles, CA",3,
31.00,"SFO","San Francisco, CA","OTH","North Bend/Coos Bay, OR",3,
31.00,"SFO","San Francisco, CA","SAN","San Diego, CA",3,
32.00,"SAN","San Diego, CA","PHL","Philadelphia, PA",4,
32.00,"OGG","Kahului, HI","LAX","Los Angeles, CA",1,
32.00,"DEN","Denver, CO","LAX","Los Angeles, CA",2,
32.00,"OAK","Oakland, CA","ABQ","Albuquerque, NM",4,
32.00,"OAK","Oakland, CA","SEA","Seattle, WA",4,
32.00,"PHX","Phoenix, AZ","SFO","San Francisco, CA",4,
32.00,"LAX","Los Angeles, CA","AUS","Austin, TX",1,
32.00,"DEN","Denver, CO","OAK","Oakland, CA",1,
32.00,"SFO","San Francisco, CA","DTW","Detroit, MI",2,
32.00,"SAN","San Diego, CA","DEN","Denver, CO",1,
32.00,"SEA","Seattle, WA","SFO","San Francisco, CA",1,
32.00,"MCO","Orlando, FL","LAX","Los Angeles, CA",1,
32.00,"SLC","Salt Lake City, UT","OAK","Oakland, CA",1,
32.00,"OAK","Oakland, CA","HNL","Honolulu, HI",3,
32.00,"DFW","Dallas/Fort Worth, TX","SFO","San Francisco, CA",4,
32.00,"SJC","San Jose, CA","DEN","Denver, CO",4,
32.00,"DEN","Denver, CO","ONT","Ontario, CA",4,
32.00,"MDW","Chicago, IL","ONT","Ontario, CA",4,
32.00,"PHX","Phoenix, AZ","SJC","San Jose, CA",4,
32.00,"LAX","Los Angeles, CA","SJC","San Jose, CA",4,
32.00,"PSP","Palm Springs, CA","LAX","Los Angeles, CA",4,
32.00,"RNO","Reno, NV","LAX","Los Angeles, CA",4,
32.00,"SEA","Seattle, WA","LGB","Long Beach, CA",4,
32.00,"SFO","San Francisco, CA","EUG","Eugene, OR",4,
32.00,"SJC","San Jose, CA","LAX","Los Angeles, CA",4,
32.00,"LAX","Los Angeles, CA","MSP","Minneapolis, MN",4,
32.00,"SAN","San Diego, CA","RNO","Reno, NV",2,
32.00,"SFO","San Francisco, CA","ORD","Chicago, IL",2,
32.00,"IAH","Houston, TX","SFO","San Francisco, CA",1,
32.00,"ONT","Ontario, CA","MEM","Memphis, TN",2,
32.00,"SAN","San Diego, CA","ABQ","Albuquerque, NM",4,
32.00,"AUS","Austin, TX","LAX","Los Angeles, CA",1,
32.00,"SCK","Stockton, CA","LAS","Las Vegas, NV",1,
32.00,"SLC","Salt Lake City, UT","OAK","Oakland, CA",1,
32.00,"IND","Indianapolis, IN","OAK","Oakland, CA",2,
32.00,"SFO","San Francisco, CA","DEN","Denver, CO",1,
32.00,"SFO","San Francisco, CA","DEN","Denver, CO",1,
32.00,"CLE","Cleveland, OH","LAX","Los Angeles, CA",1,
32.00,"HNL","Honolulu, HI","OAK","Oakland, CA",1,
32.00,"LAX","Los Angeles, CA","OGG","Kahului, HI",1,
32.00,"SFO","San Francisco, CA","IAD","Washington, DC",2,
32.00,"SMF","Sacramento, CA","SAN","San Diego, CA",1,
